Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Review Quantity,Check,Tax 5%, Total ,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
575-67-1508,A,Yangon,Normal,Electronic accessories,38.6,1,1,,1.9%, $38.60 ,1/29/2019,11:26:00 AM,Ewallet,38.6,4.761904762,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Food and beverages,65.97,8,8,,26.4%, $527.76 ,2/2/2019,8:29:00 PM,Cash,527.76,4.761904762,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Electronic accessories,32.8,10,10,,16.4%, $328.00 ,2/15/2019,12:12:00 PM,Cash,328,4.761904762,16.4,6.2
674-15-9296,A,Yangon,Normal,Sports and travel,37.14,5,5,,9.3%, $185.70 ,1/8/2019,1:05:00 PM,Ewallet,185.7,4.761904762,9.285,5
305-18-3552,B,Mandalay,Customer,Home and lifestyle,60.38,10,10,,30.2%, $603.80 ,2/12/2019,4:19:00 PM,Cash,603.8,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Customer,Sports and travel,36.98,10,10,,18.5%, $369.80 ,1/1/2019,7:48:00 PM,Credit card,369.8,4.761904762,18.49,7
438-01-4015,B,Mandalay,Customer,Sports and travel,49.49,4,4,,9.9%, $197.96 ,3/21/2019,3:25:00 PM,Ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,B,Mandalay,Normal,Fashion accessories,41.09,10,10,,20.5%, $410.90 ,2/28/2019,2:42:00 PM,Cash,410.9,4.761904762,20.545,7.3
795-49-7276,A,Yangon,Normal,Fashion accessories,37.15,4,4,,7.4%, $148.60 ,3/23/2019,6:59:00 PM,Ewallet,148.6,4.761904762,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,22.96,1,1,,1.1%, $22.96 ,1/30/2019,8:47:00 PM,Cash,22.96,4.761904762,1.148,4.3
627-95-3243,B,Mandalay,Customer,Home and lifestyle,77.68,9,9,,35.0%, $699.12 ,2/4/2019,1:21:00 PM,Ewallet,699.12,4.761904762,34.956,9.8
686-41-0932,B,Mandalay,Normal,Fashion accessories,34.7,2,2,,3.5%, $69.40 ,3/13/2019,7:48:00 PM,Ewallet,69.4,4.761904762,3.47,8.2
510-09-5628,A,Yangon,Customer,Fashion accessories,19.66,10,10,,9.8%, $196.60 ,3/15/2019,6:20:00 PM,Credit card,196.6,4.761904762,9.83,7.2
608-04-3797,B,Mandalay,Customer,Health and beauty,25.32,8,8,,10.1%, $202.56 ,3/5/2019,8:24:00 PM,Ewallet,202.56,4.761904762,10.128,8.7
148-82-2527,C,Naypyitaw,Customer,Home and lifestyle,12.12,10,10,,6.1%, $121.20 ,3/5/2019,1:44:00 PM,Credit card,121.2,4.761904762,6.06,8.4
437-53-3084,B,Mandalay,Normal,Fashion accessories,99.89,2,2,,10.0%, $199.78 ,2/26/2019,11:48:00 AM,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,B,Mandalay,Normal,Sports and travel,75.92,8,8,,30.4%, $607.36 ,3/20/2019,2:14:00 PM,Cash,607.36,4.761904762,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Electronic accessories,63.22,2,2,,6.3%, $126.44 ,1/1/2019,3:51:00 PM,Cash,126.44,4.761904762,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Food and beverages,90.24,6,6,,27.1%, $541.44 ,1/27/2019,11:17:00 AM,Cash,541.44,4.761904762,27.072,6.2
401-18-8016,B,Mandalay,Customer,Sports and travel,98.13,1,1,,4.9%, $98.13 ,1/21/2019,5:36:00 PM,Cash,98.13,4.761904762,4.9065,8.9
420-18-8989,A,Yangon,Customer,Sports and travel,51.52,8,8,,20.6%, $412.16 ,2/2/2019,3:47:00 PM,Cash,412.16,4.761904762,20.608,9.6
277-63-2961,B,Mandalay,Customer,Sports and travel,73.97,1,1,,3.7%, $73.97 ,2/3/2019,3:53:00 PM,Credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,C,Naypyitaw,Customer,Fashion accessories,31.9,1,1,,1.6%, $31.90 ,1/5/2019,12:40:00 PM,Ewallet,31.9,4.761904762,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,69.4,2,2,,6.9%, $138.80 ,1/27/2019,7:48:00 PM,Ewallet,138.8,4.761904762,6.94,9
282-35-2475,B,Mandalay,Normal,Sports and travel,93.31,2,2,,9.3%, $186.62 ,3/25/2019,5:53:00 PM,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,B,Mandalay,Normal,Sports and travel,88.45,1,1,,4.4%, $88.45 ,2/25/2019,4:36:00 PM,Credit card,88.45,4.761904762,4.4225,9.5
726-29-6793,A,Yangon,Customer,Electronic accessories,24.18,8,8,,9.7%, $193.44 ,1/28/2019,8:54:00 PM,Ewallet,193.44,4.761904762,9.672,9.8
387-49-4215,B,Mandalay,Customer,Sports and travel,48.5,3,3,,7.3%, $145.50 ,1/8/2019,12:50:00 PM,Cash,145.5,4.761904762,7.275,6.7
862-17-9201,B,Mandalay,Normal,Food and beverages,84.05,6,6,,25.2%, $504.30 ,1/29/2019,10:48:00 AM,Credit card,504.3,4.761904762,25.215,7.7
291-21-5991,B,Mandalay,Customer,Health and beauty,61.29,5,5,,15.3%, $306.45 ,3/29/2019,2:28:00 PM,Cash,306.45,4.761904762,15.3225,7
602-80-9671,C,Naypyitaw,Customer,Home and lifestyle,15.95,6,6,,4.8%, $95.70 ,2/9/2019,5:15:00 PM,Credit card,95.7,4.761904762,4.785,5.1
347-72-6115,B,Mandalay,Customer,Sports and travel,90.74,7,7,,31.8%, $635.18 ,1/16/2019,6:03:00 PM,Credit card,635.18,4.761904762,31.759,6.2
209-61-0206,A,Yangon,Normal,Home and lifestyle,42.91,5,5,,10.7%, $214.55 ,1/5/2019,5:29:00 PM,Ewallet,214.55,4.761904762,10.7275,6.1
595-27-4851,A,Yangon,Normal,Fashion accessories,54.28,7,7,,19.0%, $379.96 ,1/27/2019,6:05:00 PM,Ewallet,379.96,4.761904762,18.998,9.3
189-52-0236,A,Yangon,Normal,Electronic accessories,99.55,7,7,,34.8%, $696.85 ,3/14/2019,12:07:00 PM,Cash,696.85,4.761904762,34.8425,7.6
503-07-0930,C,Naypyitaw,Customer,Sports and travel,58.39,7,7,,20.4%, $408.73 ,2/23/2019,7:49:00 PM,Credit card,408.73,4.761904762,20.4365,8.2
413-20-6708,C,Naypyitaw,Customer,Fashion accessories,51.47,1,1,,2.6%, $51.47 ,3/18/2019,3:52:00 PM,Ewallet,51.47,4.761904762,2.5735,8.5
425-85-2085,B,Mandalay,Customer,Health and beauty,54.86,5,5,,13.7%, $274.30 ,3/29/2019,4:48:00 PM,Ewallet,274.3,4.761904762,13.715,9.8
521-18-7827,C,Naypyitaw,Customer,Home and lifestyle,39.39,5,5,,9.8%, $196.95 ,1/22/2019,8:46:00 PM,Credit card,196.95,4.761904762,9.8475,8.7
220-28-1851,A,Yangon,Normal,Home and lifestyle,34.73,2,2,,3.5%, $69.46 ,3/1/2019,6:14:00 PM,Ewallet,69.46,4.761904762,3.473,9.7
600-38-9738,C,Naypyitaw,Customer,Sports and travel,71.92,5,5,,18.0%, $359.60 ,1/17/2019,3:05:00 PM,Credit card,359.6,4.761904762,17.98,4.3
734-91-1155,B,Mandalay,Normal,Electronic accessories,45.71,3,3,,6.9%, $137.13 ,3/26/2019,10:34:00 AM,Credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,C,Naypyitaw,Customer,Home and lifestyle,83.17,6,6,,25.0%, $499.02 ,3/20/2019,11:23:00 AM,Cash,499.02,4.761904762,24.951,7.3
609-81-8548,A,Yangon,Customer,Home and lifestyle,37.44,6,6,,11.2%, $224.64 ,2/6/2019,1:55:00 PM,Credit card,224.64,4.761904762,11.232,5.9
133-14-7229,C,Naypyitaw,Normal,Health and beauty,62.87,2,2,,6.3%, $125.74 ,1/1/2019,11:43:00 AM,Cash,125.74,4.761904762,6.287,5
534-01-4457,A,Yangon,Normal,Food and beverages,81.71,6,6,,24.5%, $490.26 ,1/27/2019,2:36:00 PM,Credit card,490.26,4.761904762,24.513,8
719-89-8991,A,Yangon,Customer,Sports and travel,91.41,5,5,,22.9%, $457.05 ,2/25/2019,4:03:00 PM,Ewallet,457.05,4.761904762,22.8525,7.1
286-62-6248,B,Mandalay,Normal,Fashion accessories,39.21,4,4,,7.8%, $156.84 ,1/16/2019,8:03:00 PM,Credit card,156.84,4.761904762,7.842,9
339-38-9982,B,Mandalay,Customer,Fashion accessories,59.86,2,2,,6.0%, $119.72 ,1/13/2019,2:55:00 PM,Ewallet,119.72,4.761904762,5.986,6.7
827-44-5872,B,Mandalay,Customer,Food and beverages,54.36,10,10,,27.2%, $543.60 ,2/7/2019,11:28:00 AM,Credit card,543.6,4.761904762,27.18,6.1
827-77-7633,A,Yangon,Normal,Sports and travel,98.09,9,9,,44.1%, $882.81 ,2/17/2019,7:41:00 PM,Cash,882.81,4.761904762,44.1405,9.3
287-83-1405,A,Yangon,Normal,Health and beauty,25.43,6,6,,7.6%, $152.58 ,2/12/2019,7:01:00 PM,Ewallet,152.58,4.761904762,7.629,7
435-13-4908,A,Yangon,Customer,Fashion accessories,86.68,8,8,,34.7%, $693.44 ,1/24/2019,6:04:00 PM,Credit card,693.44,4.761904762,34.672,7.2
857-67-9057,B,Mandalay,Normal,Electronic accessories,22.95,10,10,,11.5%, $229.50 ,2/6/2019,7:20:00 PM,Ewallet,229.5,4.761904762,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Food and beverages,16.31,9,9,,7.3%, $146.79 ,3/26/2019,10:31:00 AM,Ewallet,146.79,4.761904762,7.3395,8.4
892-05-6689,A,Yangon,Normal,Home and lifestyle,28.32,5,5,,7.1%, $141.60 ,3/11/2019,1:28:00 PM,Ewallet,141.6,4.761904762,7.08,6.2
583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,16.67,7,7,,5.8%, $116.69 ,2/7/2019,11:36:00 AM,Ewallet,116.69,4.761904762,5.8345,7.4
339-12-4827,B,Mandalay,Customer,Fashion accessories,73.96,1,1,,3.7%, $73.96 ,1/5/2019,11:32:00 AM,Credit card,73.96,4.761904762,3.698,5
643-38-7867,A,Yangon,Normal,Home and lifestyle,97.94,1,1,,4.9%, $97.94 ,3/7/2019,11:44:00 AM,Ewallet,97.94,4.761904762,4.897,6.9
308-81-0538,A,Yangon,Normal,Fashion accessories,73.05,4,4,,14.6%, $292.20 ,2/25/2019,5:16:00 PM,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,C,Naypyitaw,Customer,Food and beverages,87.48,6,6,,26.2%, $524.88 ,2/1/2019,6:43:00 PM,Ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,A,Yangon,Normal,Home and lifestyle,30.68,3,3,,4.6%, $92.04 ,1/22/2019,11:00:00 AM,Ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,C,Naypyitaw,Customer,Health and beauty,75.88,1,1,,3.8%, $75.88 ,1/3/2019,10:30:00 AM,Credit card,75.88,4.761904762,3.794,7.1
173-50-1108,B,Mandalay,Customer,Sports and travel,20.18,4,4,,4.0%, $80.72 ,2/13/2019,12:14:00 PM,Credit card,80.72,4.761904762,4.036,5
243-47-2663,C,Naypyitaw,Customer,Electronic accessories,18.77,6,6,,5.6%, $112.62 ,1/28/2019,4:43:00 PM,Credit card,112.62,4.761904762,5.631,5.5
841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1,1,,3.6%, $71.20 ,1/5/2019,8:40:00 PM,Credit card,71.2,4.761904762,3.56,9.2
701-23-5550,B,Mandalay,Customer,Home and lifestyle,38.81,4,4,,7.8%, $155.24 ,3/19/2019,1:40:00 PM,Ewallet,155.24,4.761904762,7.762,4.9
647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10,10,,14.7%, $294.20 ,1/12/2019,4:23:00 PM,Ewallet,294.2,4.761904762,14.71,8.9
541-48-8554,A,Yangon,Normal,Sports and travel,60.95,9,9,,27.4%, $548.55 ,1/7/2019,12:08:00 PM,Credit card,548.55,4.761904762,27.4275,6
539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5,5,,12.9%, $257.70 ,1/26/2019,5:45:00 PM,Cash,257.7,4.761904762,12.885,4.2
213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6,6,,19.8%, $396.36 ,1/23/2019,10:28:00 AM,Cash,396.36,4.761904762,19.818,7.3
747-58-7183,B,Mandalay,Normal,Fashion accessories,57.27,3,3,,8.6%, $171.81 ,2/9/2019,8:31:00 PM,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9,9,,24.4%, $488.79 ,2/22/2019,10:49:00 AM,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9,9,,26.2%, $524.16 ,2/5/2019,12:34:00 PM,Cash,524.16,4.761904762,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Electronic accessories,22.21,6,6,,6.7%, $133.26 ,3/7/2019,10:23:00 AM,Credit card,133.26,4.761904762,6.663,8.6
134-75-2619,A,Yangon,Customer,Electronic accessories,19.32,7,7,,6.8%, $135.24 ,3/25/2019,6:51:00 PM,Cash,135.24,4.761904762,6.762,6.9
356-44-8813,B,Mandalay,Normal,Home and lifestyle,37.48,3,3,,5.6%, $112.44 ,1/20/2019,1:45:00 PM,Credit card,112.44,4.761904762,5.622,7.7
198-66-9832,B,Mandalay,Customer,Fashion accessories,72.04,2,2,,7.2%, $144.08 ,2/4/2019,7:38:00 PM,Cash,144.08,4.761904762,7.204,9.5
283-26-5248,C,Naypyitaw,Customer,Food and beverages,98.52,10,10,,49.3%, $985.20 ,1/30/2019,8:23:00 PM,Ewallet,985.2,4.761904762,49.26,4.5
712-39-0363,A,Yangon,Customer,Food and beverages,41.66,6,6,,12.5%, $249.96 ,1/2/2019,3:24:00 PM,Ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,A,Yangon,Customer,Home and lifestyle,72.42,3,3,,10.9%, $217.26 ,3/29/2019,4:54:00 PM,Ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,B,Mandalay,Normal,Electronic accessories,21.58,9,9,,9.7%, $194.22 ,3/14/2019,12:32:00 PM,Cash,194.22,4.761904762,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,10,10,,44.6%, $892.00 ,2/11/2019,3:42:00 PM,Credit card,892,4.761904762,44.6,4.4
134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8,8,,17.0%, $339.36 ,1/30/2019,1:58:00 PM,Ewallet,339.36,4.761904762,16.968,5.7
760-90-2357,A,Yangon,Customer,Electronic accessories,74.51,6,6,,22.4%, $447.06 ,3/20/2019,3:08:00 PM,Ewallet,447.06,4.761904762,22.353,5
514-37-2845,B,Mandalay,Normal,Fashion accessories,99.25,2,2,,9.9%, $198.50 ,3/20/2019,1:02:00 PM,Cash,198.5,4.761904762,9.925,9
698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10,10,,40.6%, $812.10 ,1/17/2019,1:01:00 PM,Credit card,812.1,4.761904762,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10,10,,24.7%, $493.30 ,2/3/2019,4:40:00 PM,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9,9,,29.6%, $591.66 ,1/1/2019,1:55:00 PM,Cash,591.66,4.761904762,29.583,7.7
241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7,7,,28.0%, $559.02 ,1/10/2019,10:33:00 AM,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7,7,,25.9%, $517.86 ,3/2/2019,4:42:00 PM,Ewallet,517.86,4.761904762,25.893,4.1
834-83-1826,B,Mandalay,Customer,Home and lifestyle,82.04,5,5,,20.5%, $410.20 ,2/25/2019,5:16:00 PM,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,B,Mandalay,Customer,Sports and travel,26.67,10,10,,13.3%, $266.70 ,1/29/2019,11:48:00 AM,Cash,266.7,4.761904762,13.335,8.6
239-48-4278,A,Yangon,Customer,Food and beverages,10.13,7,7,,3.5%, $70.91 ,3/10/2019,7:35:00 PM,Ewallet,70.91,4.761904762,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Food and beverages,72.39,2,2,,7.2%, $144.78 ,1/13/2019,7:55:00 PM,Credit card,144.78,4.761904762,7.239,8.1
550-84-8664,A,Yangon,Normal,Sports and travel,85.91,5,5,,21.5%, $429.55 ,3/22/2019,2:33:00 PM,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,B,Mandalay,Customer,Fashion accessories,81.31,7,7,,28.5%, $569.17 ,3/1/2019,7:49:00 PM,Ewallet,569.17,4.761904762,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Food and beverages,60.3,4,4,,12.1%, $241.20 ,2/20/2019,6:43:00 PM,Cash,241.2,4.761904762,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Food and beverages,31.77,4,4,,6.4%, $127.08 ,1/14/2019,2:43:00 PM,Ewallet,127.08,4.761904762,6.354,6.2
797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4,4,,12.9%, $257.08 ,3/26/2019,1:54:00 PM,Cash,257.08,4.761904762,12.854,7.7
207-73-1363,B,Mandalay,Normal,Health and beauty,69.51,2,2,,7.0%, $139.02 ,3/1/2019,12:15:00 PM,Ewallet,139.02,4.761904762,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Food and beverages,27.22,3,3,,4.1%, $81.66 ,1/7/2019,12:37:00 PM,Cash,81.66,4.761904762,4.083,7.3
443-82-0585,A,Yangon,Customer,Health and beauty,77.68,4,4,,15.5%, $310.72 ,2/1/2019,7:54:00 PM,Cash,310.72,4.761904762,15.536,8.4
339-18-7061,C,Naypyitaw,Customer,Fashion accessories,92.98,2,2,,9.3%, $185.96 ,2/13/2019,3:06:00 PM,Credit card,185.96,4.761904762,9.298,8
359-90-3665,B,Mandalay,Customer,Fashion accessories,18.08,4,4,,3.6%, $72.32 ,1/14/2019,6:03:00 PM,Credit card,72.32,4.761904762,3.616,9.5
375-72-3056,B,Mandalay,Normal,Sports and travel,63.06,3,3,,9.5%, $189.18 ,1/19/2019,3:58:00 PM,Ewallet,189.18,4.761904762,9.459,7
127-47-6963,A,Yangon,Normal,Health and beauty,51.71,4,4,,10.3%, $206.84 ,3/9/2019,1:53:00 PM,Credit card,206.84,4.761904762,10.342,9.8
278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3,3,,7.9%, $157.02 ,3/27/2019,2:03:00 PM,Cash,157.02,4.761904762,7.851,9.2
695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5,5,,10.8%, $215.30 ,2/4/2019,4:38:00 PM,Ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Fashion accessories,59.61,10,10,,29.8%, $596.10 ,3/14/2019,11:07:00 AM,Cash,596.1,4.761904762,29.805,5.3
227-50-3718,A,Yangon,Normal,Health and beauty,14.62,5,5,,3.7%, $73.10 ,3/4/2019,12:23:00 PM,Cash,73.1,4.761904762,3.655,4.4
302-15-2162,C,Naypyitaw,Customer,Health and beauty,46.53,6,6,,14.0%, $279.18 ,3/3/2019,10:54:00 AM,Credit card,279.18,4.761904762,13.959,4.3
788-07-8452,C,Naypyitaw,Customer,Home and lifestyle,24.24,7,7,,8.5%, $169.68 ,1/27/2019,5:38:00 PM,Ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,A,Yangon,Customer,Sports and travel,45.58,1,1,,2.3%, $45.58 ,2/7/2019,2:13:00 PM,Cash,45.58,4.761904762,2.279,9.8
880-35-0356,A,Yangon,Customer,Sports and travel,75.2,3,3,,11.3%, $225.60 ,2/5/2019,11:51:00 AM,Ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,B,Mandalay,Customer,Sports and travel,96.8,3,3,,14.5%, $290.40 ,3/15/2019,1:05:00 PM,Cash,290.4,4.761904762,14.52,5.3
470-31-3286,B,Mandalay,Normal,Health and beauty,14.82,3,3,,2.2%, $44.46 ,3/1/2019,11:30:00 AM,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,A,Yangon,Normal,Food and beverages,52.2,3,3,,7.8%, $156.60 ,2/15/2019,1:30:00 PM,Credit card,156.6,4.761904762,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Sports and travel,46.66,9,9,,21.0%, $419.94 ,2/17/2019,7:11:00 PM,Ewallet,419.94,4.761904762,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Fashion accessories,36.85,5,5,,9.2%, $184.25 ,1/26/2019,6:53:00 PM,Cash,184.25,4.761904762,9.2125,9.2
334-64-2006,A,Yangon,Customer,Home and lifestyle,70.32,2,2,,7.0%, $140.64 ,3/24/2019,2:22:00 PM,Ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Electronic accessories,83.08,1,1,,4.2%, $83.08 ,1/23/2019,5:16:00 PM,Ewallet,83.08,4.761904762,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Fashion accessories,64.99,1,1,,3.2%, $64.99 ,1/26/2019,10:06:00 AM,Credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Food and beverages,77.56,10,10,,38.8%, $775.60 ,3/14/2019,8:35:00 PM,Ewallet,775.6,4.761904762,38.78,6.9
642-30-6693,B,Mandalay,Normal,Sports and travel,54.51,6,6,,16.4%, $327.06 ,3/17/2019,1:54:00 PM,Ewallet,327.06,4.761904762,16.353,7.8
484-22-8230,C,Naypyitaw,Customer,Fashion accessories,51.89,7,7,,18.2%, $363.23 ,1/8/2019,8:08:00 PM,Cash,363.23,4.761904762,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Home and lifestyle,31.75,4,4,,6.4%, $127.00 ,2/8/2019,3:26:00 PM,Cash,127,4.761904762,6.35,8.6
559-98-9873,A,Yangon,Customer,Fashion accessories,53.65,7,7,,18.8%, $375.55 ,2/10/2019,12:56:00 PM,Ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,C,Naypyitaw,Customer,Food and beverages,49.79,4,4,,10.0%, $199.16 ,3/28/2019,7:16:00 PM,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,A,Yangon,Normal,Fashion accessories,30.61,1,1,,1.5%, $30.61 ,1/23/2019,12:20:00 PM,Ewallet,30.61,4.761904762,1.5305,5.2
349-97-8902,B,Mandalay,Customer,Food and beverages,57.89,2,2,,5.8%, $115.78 ,1/17/2019,10:37:00 AM,Ewallet,115.78,4.761904762,5.789,8.9
421-95-9805,A,Yangon,Normal,Electronic accessories,28.96,1,1,,1.4%, $28.96 ,2/7/2019,10:18:00 AM,Credit card,28.96,4.761904762,1.448,6.2
277-35-5865,C,Naypyitaw,Customer,Food and beverages,98.97,9,9,,44.5%, $890.73 ,3/9/2019,11:23:00 AM,Cash,890.73,4.761904762,44.5365,6.7
789-23-8625,B,Mandalay,Customer,Fashion accessories,93.22,3,3,,14.0%, $279.66 ,1/24/2019,11:45:00 AM,Cash,279.66,4.761904762,13.983,7.2
284-54-4231,C,Naypyitaw,Customer,Sports and travel,80.93,1,1,,4.0%, $80.93 ,1/19/2019,4:08:00 PM,Credit card,80.93,4.761904762,4.0465,9
443-59-0061,A,Yangon,Customer,Food and beverages,67.45,10,10,,33.7%, $674.50 ,2/3/2019,11:25:00 AM,Ewallet,674.5,4.761904762,33.725,4.2
509-29-3912,A,Yangon,Customer,Sports and travel,38.72,9,9,,17.4%, $348.48 ,3/20/2019,12:24:00 PM,Ewallet,348.48,4.761904762,17.424,4.2
327-40-9673,B,Mandalay,Customer,Sports and travel,72.6,6,6,,21.8%, $435.60 ,1/13/2019,7:51:00 PM,Cash,435.6,4.761904762,21.78,6.9
840-19-2096,C,Naypyitaw,Customer,Electronic accessories,87.91,5,5,,22.0%, $439.55 ,3/14/2019,6:10:00 PM,Ewallet,439.55,4.761904762,21.9775,4.4
828-46-6863,A,Yangon,Customer,Food and beverages,98.53,6,6,,29.6%, $591.18 ,1/23/2019,11:22:00 AM,Credit card,591.18,4.761904762,29.559,4
641-96-3695,C,Naypyitaw,Customer,Fashion accessories,43.46,6,6,,13.0%, $260.76 ,2/7/2019,5:55:00 PM,Ewallet,260.76,4.761904762,13.038,8.5
420-97-3340,A,Yangon,Normal,Food and beverages,71.68,3,3,,10.8%, $215.04 ,3/28/2019,3:30:00 PM,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,A,Yangon,Customer,Food and beverages,91.61,1,1,,4.6%, $91.61 ,3/20/2019,7:44:00 PM,Cash,91.61,4.761904762,4.5805,9.8
670-79-6321,B,Mandalay,Customer,Home and lifestyle,94.59,7,7,,33.1%, $662.13 ,1/17/2019,3:27:00 PM,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10,10,,41.6%, $832.50 ,1/12/2019,11:25:00 AM,Credit card,832.5,4.761904762,41.625,4.4
598-06-7312,B,Mandalay,Customer,Fashion accessories,91.35,1,1,,4.6%, $91.35 ,2/16/2019,3:42:00 PM,Cash,91.35,4.761904762,4.5675,6.8
135-13-8269,B,Mandalay,Customer,Food and beverages,78.88,2,2,,7.9%, $157.76 ,1/26/2019,4:04:00 PM,Cash,157.76,4.761904762,7.888,9.1
816-57-2053,A,Yangon,Normal,Sports and travel,60.87,2,2,,6.1%, $121.74 ,3/9/2019,12:37:00 PM,Ewallet,121.74,4.761904762,6.087,8.7
628-90-8624,B,Mandalay,Customer,Health and beauty,82.58,10,10,,41.3%, $825.80 ,3/14/2019,2:41:00 PM,Cash,825.8,4.761904762,41.29,5
856-66-2701,A,Yangon,Customer,Home and lifestyle,53.3,3,3,,8.0%, $159.90 ,1/25/2019,2:19:00 PM,Ewallet,159.9,4.761904762,7.995,7.5
308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1,1,,0.6%, $12.09 ,1/26/2019,6:19:00 PM,Credit card,12.09,4.761904762,0.6045,8.2
149-61-1929,A,Yangon,Normal,Sports and travel,64.19,10,10,,32.1%, $641.90 ,1/19/2019,2:08:00 PM,Credit card,641.9,4.761904762,32.095,6.7
655-07-2265,A,Yangon,Normal,Electronic accessories,78.31,3,3,,11.7%, $234.93 ,3/5/2019,4:38:00 PM,Ewallet,234.93,4.761904762,11.7465,5.4
589-02-8023,A,Yangon,Customer,Food and beverages,83.77,2,2,,8.4%, $167.54 ,1/15/2019,10:54:00 AM,Credit card,167.54,4.761904762,8.377,7
420-04-7590,B,Mandalay,Normal,Home and lifestyle,99.7,3,3,,15.0%, $299.10 ,3/18/2019,11:29:00 AM,Ewallet,299.1,4.761904762,14.955,4.7
182-88-2763,B,Mandalay,Customer,Food and beverages,79.91,3,3,,12.0%, $239.73 ,3/20/2019,7:28:00 PM,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,B,Mandalay,Customer,Health and beauty,66.47,10,10,,33.2%, $664.70 ,1/15/2019,3:01:00 PM,Credit card,664.7,4.761904762,33.235,5
610-46-4100,A,Yangon,Normal,Health and beauty,28.95,7,7,,10.1%, $202.65 ,3/3/2019,8:31:00 PM,Credit card,202.65,4.761904762,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1,1,,2.3%, $46.20 ,3/19/2019,12:16:00 PM,Cash,46.2,4.761904762,2.31,6.3
364-33-8584,B,Mandalay,Customer,Food and beverages,17.63,5,5,,4.4%, $88.15 ,3/8/2019,3:27:00 PM,Cash,88.15,4.761904762,4.4075,8.5
